description,rating,format,genre
폭력적인 아빠 때문에 불행한 삶을 살던 재인 원인모를 병으로 아빠가 죽게 되고 재인은 엄마와 동생 수하와의 행복한 미래를 꿈꾼다 하지만 그것도 잠시 재인의 엄마는 병으로 죽고 재인 또한 시한부를 선고 받는다 유일한 친척인 큰아빠는 대뜸 찾아와 수하를 들먹이며 보험금 엄마 장례의 부조금을 달라 협박한다 이 모든 상황을 받아들일 여유도 여력도 없는 평범한 살 학생인 재인은 감당할 수 없는 불행에 신을 원망하다 잠이 든다 그리고 어둠 속에서 자신을 내려다보고 있는 붉은 눈동자 를 만난다 는 한 명의 인간을 죽일 때마다 재인에게 일의 시간을 주겠다고 제안하며 한 미션을 주고 떠난다 망설이던 재인은 이내 살기로 결심하며 의 미션을 수행한다 가벼운 행동 하나로 바로 눈앞에서 사람이 죽는 것을 경험한 재인 심지어 그 죽은 대상은 자기를 벼랑 끝으로 내몬 큰 아빠다 는 재인이 생을 얻는 대신 죽음의 고통을 경험해야 한다는 말과 함께 재인의 목에 목줄과 같은 낙인을 새긴다 자신을 재인 내면에 잠재된 살인 인격 불온한 생각의 자체 사념 그리고 그 무엇 이라고 의문의 말을 남기고 사라진다 그리고 재인은 를 통해 미필적 고의를 이용한 살인을 시작한다,8.78,story,thrill
헤어 디자이너 카페 사장 프리스타일 자전거 선수직업도 외모도 취향도 다양한 이들이 모인 곳은 바로 홍대가슴 뛰는 일을 찾아 스스로 길을 만든 청춘들이 이곳에 모였다누구나 한번쯤 길을 잃고 막다른 길에 가기도 한다 하지만 막다른 길조차 우리들의 목적지를 찾아가는 과정일 뿐,9.91,story,drama
스무 살 고 홍시호가 전학 왔어요 방긋방긋 웃는 모습 뒤에는 어떤 비밀이단내 나는 홍시가 예쁘게 여물어가는 이야기,9.97,episode,pure
기묘한 요괴들로부터 아름다운 공주를 지키는 호위무사가 된 여란 여란은 하루도 조용할 날 없는 황궁에서 자신과 모든 면에서 반대인 위겸과 사사건건 충돌하게 되지만 둘은 공주를 지키며 어느새 서로에게 이끌리게 되는데,9.3,story,drama
내 행복은 어디 있을까요물음만 늘어가는 서른 살의 이야기,9.98,episode,sensibility
백유화단의 천방지축 화공 홍천기는 동짓날 밤 하늘에서 떨어진 남자를 줍게 된다이 세상 사람이 아닌 듯 고운 외모의 남자를 보며 홍천기는 그가 자신의 운명의 사람이라 믿는다어린 시절 알 수 없는 사고에 휘말려 맹인이 된 남자 하람온통 붉은색밖에 보이지 않는 그는 홍천기를 만난 후 자신의 눈을 둘러싼 비밀을 알게 되는데,9.95,story,pure
금선희는 자신에게 없는 예쁜 얼굴과 미술 재능오랫동안 짝사랑하던남자 우수까지 모두 가진류명화를 시기한다시간은 흘러 금선희는 유명 갤러리 관장류명화는 가난한 무명화가가 되고금선희는 명화를 떠난 우수와 닮은남자를 이용해 류명화를 조종하려 하는데화가들의 삶에 얽히고설킨 매캐한 러브스토리,9.95,story,drama
세종은 문화를 사랑하고 온화한 임금이지만 고려 왕가의 문화재라면 치를 떠는 인물 그런 세종은 수양대군과 안평대군에게 이를 찾아서 파괴하라는 밀명을 내린다 예술품을 사랑하는 안평대군은 우연한 계기로 홍천기를 만나게 되고 그녀가 그림에 재주가 있으나 여자라 이유로 차별받고  사회적 진출이 막혀있음을 알게 된다 안평대군은 뒷배를 봐주는 조건으로 홍천기에게 모조품을 만드는 비밀 임무를 제안한다 하지만 이를 눈치챈 수양대군은 이들을 옥죄여오기 시작하는데,9.41,story,drama
대 화산파 대 제자천하삼대검수 매화검존 청명 천하를 혼란에 빠뜨린 고금제일마 천마의 목을 치고 십만대산의 정상에서 영면백 년의 시간을 뛰어넘어 아이의 몸으로 다시 살아나다뭐 화산이 망해 이게 뭔 개소리야,9.88,story,historical
시간을 돌릴 수 있다면 정말 그렇게 해서 모든 잘못과 실수를 바로잡을 수 있다면예전처럼 다 같이 행복해질 수만 있다면 뭐든지 할 수 있을 텐데운명의 굴레로 얽힌 일곱 소년 시리도록 애틋한 그들의 화양연화,9.02,story,drama
스타일리쉬 뱀파이어 액션그리고 처절한 로맨스,9.97,story,fantasy
하얀 눈 속에서 펼쳐지는 순조롭지 않은 그들의 레알 로맨스그린보이 레드카펫 임진국 작가 신작 로맨스시트콤,9.95,story,drama
밋밋한 얼굴의 대학생이 천재 메이크업 아티스트의 뮤즈,9.94,episode,drama
왕을 시해하려다 기억을 잃고 쓰러진 자객이 다음 날 후궁으로 책봉된다면반역자로 몰려 몰살당한 연 씨 가문의 유일한 생존자 연월은 왕에게 복수하기 위해 자신의 신분을 숨긴 채 자객이 된다연월은 궁녀로 잠입해 은밀히 왕의 목을 노리지만 왕이 쳐 놓은 덫에 빠진 월은 오히려 독한 향에 정신을 잃고 쓰러진다 다음 날 연월은 과거의 기억을 잃은 채 눈을 뜨게 되고 뜻밖에 왕의 교지를 받아 후궁 은효비에 책봉된다현왕은 자신을 죽이러 온 자객인 연월을 후궁으로 들인 악희의 소행에 분노하며 후궁전으로 달려가 그녀를 죽이려 하지만되려 악희에게 몸의 통제권을 빼앗기고 마는데,9.97,story,pure
어느 대학 만화전공 교수로 재직 중인 나에겐 어린 시절 잊을 수 없는 친구가 한 명 있다 그의 이름은 바로 용이 여러면에서 또래와 남달랐던 친구 용이를 기억하면 할수록 그의 존재가 신비롭게 느껴져나는 용이를 백방으로 찾아보지만 궁금증을 더할 경이로운 이야기만 추가로 전해져 올 뿐이다,9.93,episode,drama
평범한 소년과 환상적인 소녀의 위험한 동행 이야기,9.98,story,fantasy
동물들이 인간으로 환생하기 전 동물의 습성을 버리고 인간 세계에서 잘 적응할 수 있는 교육을 받는 학교그곳에는 주인을 걱정하고 그리워하는 사랑스러운 동물들로 가득하다신입 선생님은 이제 이들을 가르쳐 주인을 잊고 인간이 될 수 있도록 해야 하는데,9.98,episode,sensibility
은진이와 윤재는 어릴 때부터 한동네에서 자란 친구 사이로 매번 티격태격하지만 어느 순간부터 서로에게 친구 이상의 감정을 느끼게 된다  친구와 연인사이에서 갈등하다 더 이상 피하지 않고 자신의 마음을 전하기로 마음먹은 그날 은진이네 가족에게 예상치 못한 사고가 일어나고 놀랍게도 은진이는 전생의 기억을 고스란히 가지고 박다미라는 새로운 생명으로 탄생한다 이후 전생의 기억과 인간관계 현생의 일상과 인간관계 사이에 금이 가지 않도록 그녀만의 비밀스러운 생활이 시작되는데,9.82,story,fantasy
손에 닿는 무엇이든 황금으로 만드는더 골드의 여행기,9.93,story,fantasy
여성향 연애 육성 시물레이션 게임 황녀를 부탁해에 중독된 여고생 이소현횡단보도를 건너는 중에도 게임을 하다가 트럭에 치이고 만다다시 눈 뜬 곳은다름아닌 황녀를 부탁해 게임 속 황녀 티아니르의 방내가 착하고 선하고 똑똑한 최애캐인 황녀가 되다니 이대로 평생 살 거야그런데 잠깐 왜 다들 나를 보는 눈빛이 안 좋은 거지착한 주인공이라고 생각했던 황녀가 사실 최고의 연기력을 자랑하는 악녀라고절대 악녀로 살아갈 수 없다티아니르가 된 이소현은 악녀 이미지를 탈바꿈하기로 하는데,9.51,story,pure
새벽에 소설을 읽고 잠들었던 여주인공은 눈을 떠보니 소설의 남주인공 황태자의 어머니인 황후 샬리오니의 몸속에 들어온 것을 알게 된다그러나 샬리오니는 황제에게 끌려와 황태자를 낳고 황폐해진 정신을 이겨내지 못해 생을 마감한 비운의 인물 소설과 같은 운명을 받아들일 수 없기에 여주인공은 자신의 운명을 바꾸고자 마음먹는다 하지만 아니나 다를까 소설의 내용처럼 황제는 여주인공에게 반해버리고 마는데애증의 관계로 시작된 두 사람 사이에서 사랑은 이뤄질 수 있을까,9.65,story,pure
술김에 하룻밤을 보낸 남자의 정체가 무려 황제라고겉은 아름다운 남작 영애 속은 풍파에 쩌든 욕쟁이 할머니 페넬로페염병 남자가 거기서 다 거기지그런 그녀에게 열렬히 구애하는 직진순정파 황제 바트나는 네가 필요해직진 황제와 독특한 영애의 본격 발랄 로맨스 판타지,9.93,story,pure
메이크업 아티스트를 꿈꾸는 평범한 고등학생 이재인우연히 립스틱 하나를 줍게 되고 립스틱으로 인해 거울 속으로 빨려 들어간다눈을 떠보니 더 이상 평범한 얼굴의 고등학생 이재인이 아닌모든 게 완벽한 초절정 미녀 로에멘델의 공주 제인 리샤르 도트리슈가 되어버렸다게다가 황태자와의 결혼이라니 다시 현생으로 돌아갈 유일한 열쇠인 립스틱을 의지하며 방법을 모색해 나가지만돌아오라는 건 안 돌아오고 얼굴만 다시 돌아와버린 재인손에 쥔 신비한 립스틱과 그동안 쌓아올린 메이크업 실력으로 황실 생활 속 고난과 역경을 헤쳐나가는데장점은 살리고 단점은 커버하는 진짜 메이크업을 보여준다,9.8,story,pure
두 번의 청춘이 오는 세상에서살아가는 사람들 이야기기안 작가의 새로운 작품,9.73,episode,drama
동생 때문에 억지로 황태자비 간택전에 나가게 된 화영이렇게 된 김에 화려하게 쫓겨날 계획을 세운다하지만 계속 이상하게 엮이는 황태자 신영 때문에 계획은 쉽지 않고오히려 황비와 황태후 눈에 들어 화영은 최고의 후보로 손꼽히게 되어 버리는데,9.97,story,pure
무가지에 연재되던 삼류 소설이 사실은 누군가의 살인 후기였다,9.95,story,thrill
남극전자 출근 일차 신입사원 김정훈 이직을 준비중입니다,9.94,omnibus,comic
내 집안에 살인마가 산다본격 세대갈등 잔혹 스릴러,9.98,story,thrill
매번 변하는 말투와 행동 너 대체 정체가 뭐야,9.97,story,pure
한 순간의 사고 이후 조금씩 나타나는 후유증안대용의 삶은 그때부터 모든 것이 틀어지기 시작했다수사 단 김선권 작가 신작,9.37,story,thrill
세 남녀의 그날 이후김선권 작가의 후유증 그 두 번째 이야기,9.88,story,thrill
차갑고 수상한 성에서 펼쳐지는 생존 로맨스귀요미와 허당 매력이 가득한 사랑 듬뿍 받고 자란 막내 아들 백작 가문의 사생아 출신 에이드리안 첫째 형은 사망 둘째 형은 실종되면서 가문의 땅을 지키기 위해 어쩔 수 없이 황제파 귀족 가문과 결혼할 수밖에 없는 처지에 놓인다 둘째 형이 돌아올 때까지만 버틸 생각으로 당연히 거절할 거라 생각한 얼굴을 보면 죽인다는 악명 높은 전장의 늑대 프레이 뷔시아 후작을 결혼 상대로 지정하는 에이드리안 하지만 프레이 후작이 대체 무슨 생각에선지 덜컥 결혼 서명을 해버리면서 에이드리안과 프레이는 거짓말처럼 진짜 결혼이란 것을 하고 만다 으악 망했다 머리 뜯는 고통의 시간도 잠시이제 무를 수도 없이 부부인데근데 진짜 궁금한 게왜 얼굴은커녕 머리카락 하나 보기 힘든 거죠 왜 얼어 죽을 뻔한 사람을 구해줘가지고 사람 마음을 들었다 놨다 하는 거죠 얼굴을 보면 죽인다는 소문의 주인공 프레이 뷔시아 후작 차가워도 너무 차가운 그녀의 마음을 과연 이 허술한 에이드리안이 녹일 수 있을까,9.91,story,pure
지배하는 자 차지하려는 자 그리고 암살자쥬신의 황궁을 둘러 싼 음모와 배신그 뒤로 서서히 드러나는 숨겨진 이야기,9.92,story,historical
친구들과 장난삼아 쓴 피폐 소설 속에 시민 로 빙의했다 그리고 저세상급 딸바보력을 자랑하는 여주인공의 아버지 헨스톤 공작에게 정체를 들켜버렸다 문제는그럼 내 딸이 피폐 소설에서 어떻게 되는 거지 뭐 남주가 열 명행복하지 못한 딸의 미래를 바꾸기 위해 독립전쟁도 불사하겠다니 이대로 두었다간 여러 목숨이 위험하다 제가 여주님을 지켜드리겠어요 그렇게 딸바보 공작님과의 동거가 시작됐다 그런데 쪼그만 여주님이 어쩐지 좀 이상하다 왜 자꾸 네 아빠랑 날 엮는 건데,9.98,story,pure
우리 한번 바꿔보지 않을래동경하던 나의 입에서 나온 달콤한 제안 그리고 바뀐 세계에서 벌어지는 은새의 파란만장 로맨스가 시작된다,9.94,story,fantasy
전래동화 흥부놀부 이후 다시 제비를 쫓아가는 흥부와 놀부의 목적은 복수 한국 전래동화의 기록되지 않은 후일담을 다룬 열혈 무협 판타지 액션물,9.73,story,fantasy
누구도 사랑해주지 않았던 귀신 공주의 숨겨진 사랑 이야기 희란국의 장군 자현은 왕의 명령으로 귀신을 보는 공주 소루와 결혼한다 자현은 소루를 냉대하지만 자현에게는 귀신을 물리치는 힘이 있었고 소루는 그의 곁에 머물길 원한다 유일한 안식처인 자현을 위해 모든 것을 희생하려는 소루 자현은 그런 소루가 점점 신경 쓰이는데,9.96,story,pure
전쟁은 빌런들의 패배로 막을 내렸다이제 세상은 부패한 히어로들이 지배하고 있다그리고 그런 히어로들 중 하나가 이화의 언니를 죽였다언니를 죽인 게 누구인지는 모르지만 상관없다한 놈씩 죽이다 보면 그중에 있을 테니까이화는 매일 밤 영웅들을 사냥하는 빌런 히어로 킬러가 된다 한 악당의 지독한 액션 활극모조리 죽이고 빼앗아 주마,9.95,story,action
왕은 영웅이 되고 싶어하는 공주의 소원을 들어주기로 전격 결심 공주를 속이고 마치 영웅이 된 것처럼 만들기 위해 온 나라가 연극을 하게 되는데파란만장한 그들만의 눈물겨운 영웅만들기의 대장정이 펼쳐집니다,9.96,omnibus,fantasy
교통사고 이후 심장통을 앓던 소년 하온빛은 어느 날 찾아온 괴한들에게 죽는 꿈을 꾼다꿈이었다는 안도감도 잠시 방금 전 꿨던 꿈에서와 똑같은 일들이 벌어지고 괴한들을 피해 도망치던 온빛은 깨닫게 된다자신의 심장에 모든 것을 파괴하는 죽음의 무기가 들어있음을,9.59,story,fantasy
네이버 웹툰작가들이 지진해일로 어려운 상황을 맞은 일본을 응원합니다,6.98,episode,daily
국내 요가복 회사 위 립앤힙의 대표인 성가은그토록 찾던 물복반 딱복반 엉덩이를 만나다구구까까 혜니 작가의 신작,9.9,story,pure
태화 그룹이 미래를 걸고 개발한 진단 목적  바루다내과 레지던트 년 차 이수혁은 바루다를 견학하던 중 원인 모를 폭발에 휘말려 정신을 잃고 만다그리고 다시 정신을 차렸을 때 그는 자신의 머릿속에 존재하는  바루다를 마주한다이미 절대 떨어질 수 없는 사이가 되어 버린 둘딥러닝을 계속해 세계 최고의 진단 인공지능이 되는 것이 목적인 바루다와어려운 환경에서도 악착같이 출세를 위해 노력해 온 수혁그들은 의기투합해 환자를 치료해 나가며 세계 최고의 내과 의사를 목표로 활동을 개시한다,9.97,story,drama
대머리 사절을 외치는 여인과 대머리 일것 같은 그녀의 이상형이 벌이는 로맨틱 코미디 액션 드라마,9.68,story,pure
한국은 최첨단  개발에 성공한다 그 후 년 세상은 를 지도자로 맞이한다 기술 발전의 특이점이 온 세상 삭막하고도 기괴한 풍경을 그린  옴니버스,9.95,omnibus,fantasy
인생은 와 사이의 다 환자들에게 장기를 기증할 사형수가 납치됐다납치범은 환자의 보호자들에게 장기이식을 건 잔혹한 게임을 제안한다 당신의 목숨과 가족의 목숨 여러분은 무엇을 선택하시겠습니까,9.26,story,drama
탈영병 잡는 군인  그 추적의 기록이것은 내가 누군가의 아들을 형제를 연인을 찾아가는 이야기다,9.9,story,drama
누구도 사랑할 수 없는 뱀파이어와 한 명밖에 사랑할 수 없는 늑대인간리버필드 지역의 양대 산맥인 두 학교의 최고 인기남 그룹인 그들 앞에 정체를 알 수 없는 한 여학생이 전학오고 끔찍한 사건들이 일어나기 시작한다상대의 소행이라고 생각한 뱀파이어와 늑대인간 소년들은 서로를 향해 경계심을 드러내지만 동시에 수상한 전학생 수하에게 알 수 없는 강렬한 끌림을 느끼며 점차 빠져들기 시작한다전생부터 이어져온 거대한 운명으로 얽힌 소년들과 소녀 정체가 하나둘 밝혀지며 이들의 세계는 완전히 뒤집히기 시작하는데내가 널 믿는다는걸 믿을 때 네가 너 스스로를 믿을 때 그땐 꼭 내 목을 물어줘연결을 통해 발견하고 성장하는 소년들의 대서사시,9.46,story,fantasy
데드데이즈 작가의 새로운 공포 단편선기발하고 소름 돋는 무서운 이야기들로 만들어 낸 실험적인 옴니버스 공포웹툰효과툰을 활용한 절묘한 연출로 다채로운 공포를 보여준다,9.95,omnibus,thrill
데드데이즈 작가의 새로운 공포 단편선기발하고 소름 돋는 무서운 이야기들로 만들어 낸 실험적인 옴니버스 공포웹툰,9.82,omnibus,thrill
아름다운 인간형 슈트 을 차지하기 위해 싸워라  대학만화 최강자전 수상작,9.97,story,fantasy
연예계를 흔드는 팬픽작가 여우별이 파헤치는 엔터테인먼트 세계의 비밀,9.25,story,pure
극대화된 오감을 시험 봐서 등수대로 등에 번호가 매겨지는 이곳에서 번부터 번까지의 등번호를 지닌 아이들은 클래시라는 그룹으로 특별대우를 받으며 최종 클래시 시험에서 클래시가 되지 못한 아이들은 모두 죽는다클래시는 무엇을 위해 존재하며 클래시가 된 명의 아이에겐 어떤 운명이 기다리고 있을까,9.86,story,fantasy
걸어 다니는 도덕 교과서라고 불릴 정도로 정석을 따르는  고등학생 오사랑그에겐 특별한 비밀이 있는데 그것은 바로 오직 고운 말들만 들린다는 것이다반면 타인의 나쁜 말이나 욕설은 그에게 잡음처럼 지직거리며 들릴 뿐이다잡음 섞인 세상 속에서 살아온 사랑은 어느 날 티 없이 맑은 목소리를 가진 소녀 리나를 만난다사랑은 난생처음 설레는 감정을 느끼고 그녀를 따라 방송부까지 입부하게 되지만 알고 보니 그녀는 욕쟁이나쁜 말을 해도 사람들에겐 고운 말로 번역되어 들리는 반전 소녀 소리나 그러나 어째선지 사랑이에겐 통하지 않는다난생처음 욕이란 걸 생생히 들어본 사랑과 전교 최고 욕쟁이 리나의 쌍방향 의사소통 로맨스,9.96,story,pure
학교 최고의 인싸 선배 현우 말 없고 무뚝뚝한 아싸 신입생 재환성격도 생각도 반대인 두 사람의 만남은 악연 아니면 인연입학식에서 만나 특별한 사이가 될 두 사람의 이야기,9.68,story,pure
청각장애인 와 찌질남 원이가 펼치는 전혀 연애이야기 같지 않은 연애이야기과연 늑대에게도 순정은 있는가,9.97,story,drama
주변 사람들의 잇따른 죽음으로 저주 받은 아이라 불리우는 한하제 어느 날 그에게 헤어졌던 연인 아리가 찾아 오는데,9.53,story,thrill
최훈 작가가 들려주는 생생뉴스     스포츠의 최훈스페셜에서 제공받는 컨텐츠로 업데이트일은 스포츠와 동일합니다,8.04,episode,sports
방 안에 코끼리를 두고 사는 사람들의 성장 스토리채플린에 대한 오마주와 휴머니티가 함께합니다,9.57,story,drama
전혀 다른 세 명의 음악 바보들로 오케스트라를 만들기 위한 프로젝트이들과 함께 하는 신나는 캠퍼스 라이프,9.96,story,drama
과거가 없는 요원과 과거가 수상한 해커이제 적도 아군도 없는 싸움이 펼쳐진다,9.94,story,action
국가조직 수비대를 둘러싼 음모와 암투 불지옥과 같은 상황 속에서 펼쳐지는 요원 엠젯의 활약  최종장,9.98,story,action
순수한 악 이블과 정의의 요원 엠젯의 한 판 승부거칠 것 없는 통괘한 액션 느와르,9.97,story,action
드라마 덕후 류재린 드라마 각본 속의 세상으로 들어오게 되다 그것도 최애캐를 연기한 배우 이안과 함께여기서 살아남으려면 여주 역할을 해내며 최애캐와 사랑을 연기해야만 한다는데인기 배우와 찐팬 덕후의 생존 로맨스,9.96,story,pure
동일한 세계의 색다른 가지 이야기 함께 볼 수도 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 조석 작가의 의등대  편,9.87,story,thrill
동일한 세계의 색다른 가지 이야기 함께 볼 수도 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 강호진 작가의 의등대   편,9.79,story,thrill
동일한 세계의 색다른 가지 이야기 함께 볼 수도 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 김규삼 작가의 의등대 눈의 등대편,9.91,story,thrill
동일한 세계의 색다른 가지 이야기 함께 볼 수도 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 김선권 작가의 의등대 도망자편,9.74,story,thrill
신들의 회사 헤븐즈 컴퍼니 성격도 외모도 제 각각인 들그들의 갈등과 신의 그리고 음모 대학만화 최강자전 수상작,9.94,story,fantasy
한국여자 펭귄과 영국남자 메브의 엉뚱 발랄 러브 스토리시즌   ,9.96,episode,daily
 작가 공포 실화이상한 집으로 이사를 왔다그런데 그 집엔 분명히 뭔가가 있다,9.91,story,thrill
년 전 발생한 제차 세계 대전은 생화학전으로 번지게 되고 이때 등장한 변종 바이러스는 인간을 잡아먹는 초능력 괴물 레이어를 탄생시킨다이들에 대항하기 위해 레이어의 하위호환 능력을 보유하게 된 명의 전사  이들의 손에 인류의 생존 멸망이 달려있다에게 명령한다 레이어로부터 인류를 구하라,5.49,story,action
만화 주인공이 만화 주인공인 만화라고야 오이 요리대마왕 악당의 사연 랑또 작가의 신작이라고이 만화 대체 뭐지,9.92,story,comic
가까운 미래 사람들의 머리 위로 붉은 선이 이어진다선의 정체는 무엇인가 시간이 지나고 사람들은 붉은 선을라인이라 부르기 시작한다,9.85,omnibus,fantasy
하룻밤을 같이 보낸 그 남자가 내 상사라고패션지 의 에디터 유지안 그녀는 약혼자의 양다리 소식에 무작정 파리로 떠난다그곳에서 우연히 만난 남자와 충동적으로 하룻밤을 보내 버리고개월의 시간이 흐른 후 지안의 회사에 만렙의 편집장이 프랑스에서 오게 된다 그런데 그 남자 바로 지안과 하룻밤을 보낸 프랑스에서의 그 남자다,9.79,story,pure
만화가인 아빠의 작품 중에서 강철이 최애캐인 연주는 평범한 일상을 보내던 어느 날 생일파티를 하게 되었다 그런데 잠깐 잠이 든 사이에 이상한 곳에서 눈을 뜨게 되고 눈앞에는 만화 속에만 보던 캐릭터 주인공 강철이 서있었다 정신 차려보니 이곳은 현실이 아닌 만화 속 세계랑 너무 똑같았다,9.79,story,pure
우리는 가끔 꿈을 꾼다 마법을 쓰는 꿈을그러나 마법에는 대가를 치루어야 하는데본 연재작은 서울루키스카우트  당선 작품입니다,9.84,story,fantasy
괴현상으로 무너지는 세계 그리고 세 남녀  정신을 차려보니 어두운 지하실에 묶여있는 남자 대부분의 기억을 잃었지만 머릿속에 누군가를 만나야 한다는 생각만은 또렷하다 그 앞에 나타난 피 묻은 도끼를 든 여자 광기로 가득 찬 여자는 남자가 자신을 기억해 내기를 바란다 한편 어디선가 나타난 금발의 여자 여자는 두 남녀에 대해 이미 모든 것을 알고 있는데,8.36,story,thrill
가뜩이나 생활고에 시달리는데 하나뿐인 동생이 사고를 쳐서 발등에 불 떨어진 웹툰작가 정아린 직업상 어시는 많이 필요하지만 이들에게 줄 월급이 고료로는 부족하다 오랜 세월 꿈꾸던 만화가를 그만둘 수 없어 어쩔 수 없이 취직을 해 낮에는 직장인 밤에는 만화가인 삶을 살기로 하지만 만화만 그리던 손으로 회사일이 익숙할 리 없을 터 출근 첫날부터 상사에게 열심히 까이고 작업실로 돌아온 그 때 부족한 손을 채워줄 새로운 파트타임 어시를 보고 눈을 의심하게 되는데,9.97,episode,drama
  국가정보원 천호영은 사라진 의원을 찾기 위해 불법 살인게임 배틀그라운드에 참가한다 명의 사형수들 사이에서 벌어지는 서바이벌 액션,9.7,story,action
부딪히고 깨져도 꿈꾸고 사랑하는 우리들의 초상 공감  일상공감시트콤이 온다,8.97,story,daily
주인공 상길의 평범한 하루 그 하루가 반복된다,9.57,story,thrill
또 다른 내가 명 신의 선물일까 혹은 장난일까,9.88,story,drama
소무하보다 더 강해진 녀석들이 돌아왔다 차원을 넘나드는 소년들의 다양한 이야기,9.89,omnibus,comic
살을 살아가는 주인공그의 눈에 비치는 조금은 특별한 그 여름날의 이야기,9.89,story,drama
다음사람이마지막사랑이되게해주세요새해소원을빌고눈을뜬하늘은자신의몸에숫자 이새겨진것을발견하게된다아무래도숫자의의미는남은연애횟수인것같다남은기회가한번밖에없다는사실에초조해하던중때마침나타난해림 그는 마지막이되기엔믿음이가지않는연하남이다결국연인 대신잠만 자는사이로지내기로하는데과연해림과하늘의관계는어떻게될까,9.96,story,pure
혼자서만 느낄 수 있는같은 듯 다른 기분들,9.97,episode,sensibility
구조율 의 전설적인 소방관  그의 특별한 능력은 긴장하는 순간 미래가 보인다는 것 촌각을 다투는 진짜 소방관들의 이야기,9.97,story,drama
학년 반 친구들은 부푼 설레임을 안고 수학여행을 떠나지만 일진들의 장난으로 반 전체가 무인도에 표류하게된다서로에 대한 불신으로 더 이상 친구가 아닌 적이 되어 버린 학년 반 친구들 과연 그들은 무사히 탈출 할 수 있을까,9.87,story,thrill
적당한 인싸 새내기 강현수는 지하철을 타고 가던 중 누군가로부터 협박 톡을 받는다협박 톡을 보낸 범인은 강현수를 위협하며 여러 가지 지시를 내린다강현수는 범인의 정체를 알아내려 노력하지만 예상은 모두 빗나간다찾아낸 단서는 범인이 강현수를 잘 알고 있는 사람이라는 것뿐상황은 걷잡을 수 없이 흘러가고 강현수는 결국 범인과 마주하게 된다그리고 사건의 진상이 밝혀지는데 승강장에 탄 모두가 피해자며 가해자다 지상최대공모전 대상 수상 작품,9.77,story,thrill
전설적인 작가 이현세 이두호가 직접 프로듀싱한 명의 신인작가 단편선,9.81,episode,drama
네이버 웹툰 작가들이 들려주는 미스테리 괴담올 여름 당신의 등골이 오싹해진다,8.44,omnibus,thrill
전설적인 작가 이현세 이두호가 직접 프로듀싱한명의 신인 작가 단편선 시즌로 컴백,9.49,omnibus,drama
년을 뜨겁게 달군 미스테리 단편을 잇는 년 특집 웹툰  지구가 멸망한다면지구 멸망을 소재로 네이버 웹툰 작가들이 선보이는 다양한 이야기들,9.26,omnibus,fantasy
전설적인 작가 이현세 이두호가 직접 프로듀싱한명의 신인 작가 단편선 세번째 시즌,9.81,omnibus,drama
네이버 웹툰 작가들의 여름 특집 릴레이 단편머리를 쭈뼛하게 만드는  전설의 고향 스마트툰으로 만나보세요,9.21,omnibus,thrill
네이버 웹툰 주년 기념여름특집 리메이크 단편선,9.69,omnibus,daily
전설적인 작가 이현세 이두호가 직접 프로듀싱한신인 작가 단편선 네번째 시즌,9.9,omnibus,drama
전설 이현세 이두호가 직접 프로듀싱한 신인 작가 단편선 시즌무시무시한 신인들이 몰려온다,9.92,omnibus,drama
 로맨스 콜라보 특집 그때 네 마음은 뭐였니우리 둘 사이만큼 궁금한 너의 이야기,9.88,omnibus,pure
 여름특집 공포 단편선 당신에게도 일어날 수 있는 이야기,9.83,omnibus,thrill
광활한 우주를 배경으로 펼쳐지는 무한한 상상력네이버 웹툰 작가들이 선보이는 스페이스 오페라,9.54,omnibus,fantasy
전설 이현세 이두호 작가가 직접 프로듀싱한 신인 작가 단편선그 여섯번째 시즌,9.94,omnibus,drama
 여름특집 공포 단편선 비명소리를 내지 않을 자신이 있다면 스크롤을 내려라,9.14,omnibus,thrill
신학기가 외롭고 힘든 당신을 위해 준비했다웹툰작가들의 개그 단편선,9.41,episode,daily
전설 이현세 이두호 작가가 직접 프로듀싱한지옥캠프 단편선 일곱번째 시즌,9.88,omnibus,drama
지배할 것인가 지배당할 것인가당신 앞에 다가온 충격적인 미래 네이버 웹툰작가  디스토피아 특집 단편선,9.93,omnibus,thrill
고구마 개를 삼킨 것 같은 실제 사연을독자들로부터 직접 받아서 네이버 웹툰 작가들이 새롭게 들려드립니다,9.78,omnibus,daily
전설 이현세 이두호 작가가 직접 프로듀싱한지옥캠프 단편선 여덟번째 시즌,9.89,omnibus,drama
 여름특집 공포 단편선절대 재생 금지 플레이하면 끔찍한 비명의 기록이 쏟아진다,9.67,story,thrill
 여름특집 공포 단편선  괴담의 재구성주의 절대 이 작품을 혼자 읽지 마시오,9.29,story,thrill
전설 이현세 이두호 작가가 직접 프로듀싱한지옥캠프 단편선  슈퍼 루키의 데뷔,9.88,episode,drama
웹툰 주인공 잠시 접고 군입대를 명 받았습니다기상 나팔이 울리는 아침부터 지옥 점호의 저녁까지 웹툰 주인공들의 군 생활 대방출,9.83,episode,comic
사랑 갈등 눈물 그래서 그랬구나내가 좋아하는 웹툰 주인공 어떤 타입일까최애캐들의 를 기대해주세요,9.65,episode,daily
