0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1097,437,632,6361,614,49,2791,4362,142,2406,458,2426,772,19,300,868,512,876,21,5403,51,253,300,57,551,47,4363,1545,25,456,6557,472,2791,10,270,1027,25,60,42,854,5404,276,1344,4,4203,1518,2182,2791,614,6558,415,2361,985,2398,515,drama,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,687,614,1066,75,75,132,2888,28,108,78,3254,40,29,1032,14,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,3621,3770,298,1601,6559,142,255,6560,502,6,5108,233,466,166,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5405,2313,257,430,5406,1772,2427,19,1,764,1083,110,6539,24,1,59,146,1471,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,169,260,202,120,24,6,5407,33,1250,440,5408,411,33,29,294,162,305,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2428,581,6561,35,17,670,423,165,197,17,1,2140,240,5,2,2428,20,15,165,1015,74,3094,6561,34,493,318,4,135,142,3208,106,1355,2428,247,358,3148,100,697,55,320,pure,story
0,0,0,0,0,0,0,0,2376,3675,452,3113,15,512,117,2607,3699,1019,1089,10,25,109,84,133,1089,512,199,662,16,624,656,66,667,87,2429,14,289,130,80,1758,1028,663,452,1623,1538,1405,45,580,140,57,1830,2666,254,356,3771,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,229,31,35,48,34,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,32,4,229,32,37,3,84,53,127,1074,6562,1390,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6563,1314,1666,1472,43,13,279,64,3748,5409,372,1294,35,398,35,17,1314,1666,1472,175,198,36,3,120,279,404,1749,1,137,1362,438,110,919,1472,279,464,842,1531,45,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,6242,1066,575,5410,743,13,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,342,203,4348,1137,3575,342,1097,1076,232,5320,404,1229,74,6,6564,232,5320,1009,3575,63,3575,188,5,2,232,6564,1221,232,4364,thrill,story
0,0,0,0,0,0,0,605,1793,203,1794,232,525,755,781,198,271,876,781,3,1106,279,4,229,4365,732,78,70,175,781,916,10,135,808,61,4365,209,117,239,110,347,124,2819,1966,345,49,5214,980,120,198,252,1865,2668,5,2,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,1795,2094,5411,35,13,343,470,201,45,352,701,929,79,1961,3162,487,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,1784,5311,1784,2208,2406,765,765,5412,214,405,133,2558,834,2929,6565,55,2851,320,sensibility,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,416,1396,183,2564,3772,102,3,7,2,3527,3720,3240,2035,comic,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,912,46,8,321,177,15,149,1522,3740,66,23,45,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1570,68,209,306,74,1581,9,6566,90,5413,3227,320,3279,105,210,1172,drama,story
0,0,0,0,0,0,978,23,31,5414,62,159,925,157,1731,67,1622,16,3280,178,88,596,5414,1,59,3,28,10,413,253,285,1223,716,63,1432,221,84,1895,5,2,925,18,3,134,249,1066,1066,845,45,285,69,45,929,1166,758,pure,story
0,0,0,0,0,0,0,0,0,21,2203,12,68,106,5,12,2431,1061,90,57,2287,1403,472,31,90,1256,20,15,1,10,66,2043,133,1121,11,2823,47,1432,43,6449,84,481,254,474,193,1202,345,803,1256,585,3279,105,214,5,2,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,186,37,2882,3611,578,447,44,2119,524,675,1333,918,91,529,3773,600,601,3,1295,395,5207,42,346,505,476,88,92,5415,2,88,5153,4,36,82,40,74,186,10,164,72,2119,163,14,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,42,77,66,467,46,5,2,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,316,192,5416,2052,46,157,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,222,260,119,5417,422,6567,8,2432,1030,8,2669,1030,8,4366,2177,6568,1,483,1356,57,1460,6567,5418,1332,1356,6568,43,402,336,351,21,1332,1356,1775,1332,1356,425,54,2053,126,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,307,59,3,465,241,403,454,14,3563,498,372,1152,74,199,262,9,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,2149,894,12,422,447,1178,622,490,6569,3,5419,6570,4367,5420,50,6569,164,72,788,3738,1506,14,47,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,1507,6460,415,466,3239,22,30,12,304,1544,1632,6571,220,102,2035,6571,2544,18,58,2670,22,854,331,daily,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5090,59,12,1406,1292,5421,3,99,936,3601,1857,1991,272,36,1292,5421,238,112,894,3549,955,6295,3774,3144,1084,22,2930,1389,365,51,228,4,4274,169,288,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4199,2302,1070,1796,373,710,913,2564,3772,102,3,7,2,3527,3720,3240,2035,comic,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,98,1107,89,325,263,361,26,631,2044,474,1,281,291,1149,2931,5422,249,336,48,108,124,16,60,11,471,967,1247,2179,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,381,57,1103,137,253,27,200,253,118,978,5423,631,1682,2,68,86,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,389,197,6572,1308,426,73,6573,490,152,490,747,8,48,370,2124,6438,9,141,1332,6574,16,1296,3,402,1756,2042,8,361,6575,1,10,1835,8,6572,1681,741,215,13,fantasy,story
0,0,0,0,0,0,4269,325,771,3214,2373,377,6576,2433,771,390,3203,3281,811,5424,5425,6576,4,607,49,217,771,2433,5424,541,22,11,2375,5426,5,12,209,308,11,523,118,301,94,2282,5427,1126,28,94,566,95,771,5424,10,248,529,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,27,504,113,1508,37,27,384,3775,146,27,3207,5,2,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,1,337,91,68,77,62,478,2,5428,5,12,400,322,162,126,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,726,21,24,64,400,3776,21,421,400,811,69,1730,1852,163,23,522,400,45,22,487,1631,304,1544,1632,487,1741,3,3599,7,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,10,482,1282,449,70,1399,8,21,1,1201,400,2334,37,3,2671,2209,1920,174,954,414,5429,608,50,32,1527,1639,316,9,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,3777,123,275,4368,1193,132,229,787,162,54,24,206,567,2434,fantasy,story
0,0,0,0,0,0,0,0,0,5287,72,2434,1720,3778,20,15,397,3779,10,546,3780,604,52,1896,2434,506,85,310,1525,841,133,112,583,84,4,95,239,42,244,449,2434,506,661,1378,500,1363,275,2434,1720,2434,500,2434,1575,4,2419,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5430,4326,518,6577,2122,84,1551,352,1208,473,3,134,66,350,5431,936,1032,fantasy,story
697,1099,2596,2672,319,770,1855,1855,770,1921,38,6578,52,972,535,487,1717,1717,105,111,4,164,5432,2551,6311,405,319,1717,105,2673,2317,218,2596,546,9,1352,177,1237,1624,199,238,659,3,539,83,319,1717,4,1848,65,580,258,57,1123,137,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5433,37,626,1797,82,20,15,3282,3,339,1734,614,253,85,843,98,1364,49,2848,2111,98,8,239,110,98,37,24,288,38,846,3282,3,188,16,3283,38,18,325,376,1539,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,290,91,166,109,5434,564,206,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,5435,1665,55,3676,191,90,316,5436,824,146,72,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,1568,32,780,6579,6580,5400,1203,18,2674,3238,6579,6580,200,1568,780,1631,204,61,2891,584,2892,208,124,4303,32,990,1666,50,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,1568,32,780,6581,6582,1297,2896,494,6581,6582,780,4,47,1568,780,1631,204,61,2891,584,2892,208,124,4303,32,990,1666,50,sports,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5437,554,2192,453,412,3781,31,5438,92,64,135,396,3782,74,861,daily,episode
0,0,0,0,0,0,0,0,0,0,0,996,490,2333,8,6583,184,434,2148,6584,1378,3532,148,540,991,421,16,287,1060,4369,171,144,4370,46,8,2932,195,310,110,83,89,27,62,2605,6,3094,95,1757,341,1733,2932,2675,775,1619,390,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1484,3,5439,988,988,171,9,1,171,14,drama,story
728,223,2,2210,34,3783,27,10,1563,6586,6587,65,73,175,2210,10,37,6588,222,74,5442,28,111,808,40,6589,113,137,1160,3783,28,2600,33,769,860,930,1018,2210,1856,724,5443,22,3783,63,6589,230,2656,9,74,1856,5284,948,1487,1166,9,thrill,story
0,0,0,1349,153,390,1782,3784,414,5444,232,153,5445,835,1090,962,29,414,4371,20,15,1,1404,4372,1559,741,5446,2148,228,2527,182,6590,458,232,631,1467,28,358,242,1987,1020,2626,414,4371,1830,1,3210,2527,182,6318,3762,1258,421,426,14,pure,story
0,1395,219,3285,3121,3,6591,2183,2676,42,498,6592,22,3785,1159,89,1034,630,40,437,65,68,10,3785,57,241,1160,385,138,1034,4167,51,57,5447,69,63,2183,3785,469,421,819,660,5447,69,1034,4167,5,2,66,6,385,138,125,45,54,pure,story
29,1041,1582,14,1005,5448,2211,3,2054,2055,4,794,1582,29,1041,451,6593,1251,403,799,519,1,403,849,26,3786,506,17,2384,195,11,71,18,1312,493,57,93,2054,2055,600,346,9,1251,403,113,71,42,202,35,27,87,2435,2528,14,47,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,964,1437,964,217,479,5,12,21,2677,5449,1129,317,537,3787,444,70,211,153,15,631,75,1770,17,25,118,117,29,26,455,18,325,376,1539,fantasy,story
472,414,3286,437,1509,876,194,393,2,6594,88,1199,1080,1,59,53,18,2,29,5450,34,1034,2436,3,539,16,6594,1722,1798,49,18,325,376,774,3286,2933,3286,2007,5451,63,3286,469,1798,49,899,78,164,5,2,194,393,3,134,834,45,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,43,111,37,626,68,994,326,301,5452,479,1211,2,6595,74,994,68,131,19,45,1741,275,1128,26,649,316,pure,story
198,277,24,2605,276,37,198,12,277,9,946,208,20,15,198,107,2038,198,50,1171,30,1,133,3789,367,277,3,183,884,36,124,129,48,238,840,3287,5453,42,48,3114,129,353,5,2,244,4373,2141,5,2,118,6596,362,48,492,194,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,1298,473,3,134,1,6565,2437,492,485,43,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,3523,4,27,10,114,83,177,242,5201,55,523,227,3790,2014,878,1,381,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,211,1542,1683,1,144,91,14,33,1319,2438,2934,305,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6597,1864,289,862,119,85,9,drama,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2598,964,46,12,551,1684,820,44,10,1271,1920,14,drama,story
314,784,94,3557,60,5454,1320,5455,33,1,118,258,1425,3288,214,232,2935,33,2,271,3,826,5455,2585,1751,82,24,6,155,723,5456,5457,456,314,784,436,314,784,6,1510,867,3288,1465,1865,5,2,19,314,784,5455,252,3,539,5,2,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346,1799,3,123,891,3793,sensibility,episode
0,0,0,0,0,0,0,0,0,0,1519,3142,3609,1574,83,56,5458,1008,2542,2331,200,958,53,18,58,1,2297,696,1321,2542,2331,1314,3609,10,2933,3794,471,234,528,2572,3609,1314,81,147,3795,1289,143,14,2439,6288,367,546,3609,448,141,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,151,5459,911,556,505,172,5460,3289,208,534,33,1989,1027,1541,6598,168,6598,790,42,942,1541,61,5165,74,476,794,1319,25,61,99,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,15,91,57,94,187,197,1552,260,297,3,203,573,1438,21,10,5461,14,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,2098,109,587,1365,3796,1317,3,585,13,747,1366,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1036,3797,477,2213,107,2645,30,8,798,89,2637,638,177,1,1643,5462,302,40,1598,5463,34,3636,1747,437,112,647,752,97,364,5463,135,1076,72,4127,30,8,2620,14,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,472,66,97,5339,5340,335,6599,3290,1893,1509,143,194,2679,sensibility,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,32,406,446,4374,316,6600,243,5464,139,4,320,200,1062,1846,951,492,4375,pure,story
0,0,0,0,0,0,723,1075,736,490,624,656,1067,447,6601,1351,227,2214,1026,6601,186,675,221,821,594,1504,76,4,429,217,284,66,6,78,2440,842,2199,1508,3524,14,28,447,82,382,2214,186,4,535,11,166,736,4,2215,11,166,thrill,story
0,0,0,0,771,8,512,903,4,117,1656,1393,6602,56,265,142,870,169,84,507,493,105,1473,59,83,5465,490,3798,4,606,908,289,5270,6603,1729,301,6602,135,1020,18,6603,10,345,160,248,72,130,2783,1305,6,248,469,589,5,2,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,697,1359,5466,157,1863,412,6604,1359,10,647,197,46,63,1359,157,469,5176,5,2,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6605,336,200,650,286,80,63,drama,story
300,543,518,1979,280,194,20,15,865,596,120,1121,1174,287,318,4,1,247,1121,81,147,750,678,165,3799,8,106,1523,194,2102,14,1523,194,10,359,66,614,115,671,770,302,1174,63,1523,5073,66,614,115,671,50,28,465,137,5,2,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,37,35,330,1,118,3,3562,385,125,409,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,702,1090,6606,1519,2399,3190,1455,95,2545,2298,731,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,3,52,2,2936,339,5467,4,120,560,5468,6226,649,24,311,historical,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,5469,187,138,6607,94,458,1,202,539,5,12,146,114,37,1487,3291,520,633,102,22,280,1415,11,thrill,omnibus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,1007,138,2358,630,438,1135,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6608,118,110,652,6608,daily,episode
106,759,224,472,53,2355,1,28,1621,15,78,3191,101,175,95,2937,4,132,87,139,408,111,975,2937,8,1264,4,70,440,2937,78,1628,2355,28,106,759,161,528,2937,355,529,1,2937,4,237,60,11,4376,52,84,1217,28,164,5,2,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4377,55,102,320,461,2278,1742,5470,113,226,1389,74,11,43,daily,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,117,25,726,947,action,story
0,0,0,0,0,0,0,0,0,6609,5471,2424,1042,743,1329,1857,217,6,142,6609,2049,22,5,5396,30,8,2938,208,141,825,106,382,370,2553,141,91,5472,1608,582,448,82,1,2553,552,1214,4,4378,10,4379,4380,33,65,24,121,260,sensibility,episode
0,0,0,0,0,0,0,0,0,0,0,57,3801,8,1548,5473,288,36,3,2441,2367,6610,4189,73,754,228,4,2216,1729,836,1134,643,6611,5,1064,465,124,254,2216,1729,1627,3802,6610,10,28,3801,8,1548,5473,288,990,104,195,421,4381,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,752,242,57,1129,1510,1351,253,6559,3292,14,4382,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,4213,360,871,5139,202,357,83,219,1318,60,4186,140,518,1979,361,112,357,133,action,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,32,30,5298,2115,250,5078,594,55,90,316,400,192,789,6,509,119,17,38,140,216,1095,18,58,1762,1,134,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,496,3293,149,737,10,424,98,2110,sports,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2056,2057,2,5474,724,68,37,2939,597,191,24,60,42,2057,8,97,30,8,29,219,1709,380,13,5475,871,577,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,48,1752,31,34,78,2018,158,144,91,1715,1004,4,1289,49,1037,1752,20,15,3803,3,31,34,268,12,1,10,268,238,11,3294,14,47,drama,episode
102,55,3804,973,316,3113,105,26,587,2442,5307,51,52,2,65,3804,10,1224,904,6612,133,1,3804,10,28,1970,32,4,1511,530,17,345,3804,2323,226,3805,6612,350,2680,898,3748,345,1168,66,881,1021,500,3804,1175,63,589,5,2,11,166,thrill,story
113,396,290,104,8,229,6615,1172,3806,429,1923,850,3750,5477,375,518,316,850,613,1861,335,6365,1027,10,429,105,850,1322,226,248,529,3295,4,200,2571,8,2443,1678,6616,6617,6616,3807,8,396,290,271,1192,28,1322,116,850,1453,1015,799,1924,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,760,3,2442,1048,604,367,12,968,3105,3,167,10,315,2296,2940,58,2621,289,167,49,1104,1213,167,133,3808,1222,4,3543,55,421,pure,story
0,0,0,0,0,0,0,0,46,207,116,73,228,223,380,362,639,1396,809,2786,3,2841,2795,343,397,29,582,1040,3,1396,801,223,11,1009,65,1,1064,732,4302,1045,3296,3,1233,362,52,2550,6618,1,2550,4383,37,5478,1233,718,2550,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5479,550,4275,1850,2058,317,53,18,2,2312,1060,2444,40,3297,142,255,1224,1898,5480,238,1468,506,225,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,548,2941,180,82,668,160,503,1003,3105,598,847,15,884,50,94,274,183,884,548,3,1800,344,4,4204,66,6,5140,68,176,524,368,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,1180,2445,388,99,75,19,1284,334,768,48,31,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1050,1405,275,373,1115,2446,65,20,15,548,872,373,1832,2446,46,155,161,1879,4,1249,634,1,2446,998,1418,165,2217,248,196,236,154,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6619,862,420,435,235,6619,862,116,32,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,26,1187,2425,5481,441,500,22,30,12,97,1058,5482,1980,22,2336,532,2337,1527,1639,316,9,sports,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,5483,6620,175,205,1643,77,24,2128,1,59,3,842,34,28,24,1017,6,1194,77,24,921,698,6,831,2942,3196,6620,793,245,5294,6621,6,2649,338,146,312,1306,1889,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,37,24,3,70,92,51,22,31,485,313,17,5484,48,485,43,125,23,pure,story
0,0,0,6622,1780,14,2806,162,1183,1771,1004,1576,3809,1910,9,44,141,1722,27,133,1331,180,499,680,107,593,1493,72,4384,2058,6623,2443,1678,3810,112,67,4385,341,77,31,2202,302,2,1254,1876,5,12,28,43,129,31,24,341,1281,11,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,549,225,59,2943,6624,6,34,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,167,5485,5486,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4234,843,167,19,167,3811,2207,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,883,339,83,4386,2539,288,876,206,298,180,1538,3,298,1150,2944,4386,4,132,60,867,4261,338,5487,50,64,661,63,166,1090,166,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,135,396,187,4387,10,1317,2166,822,1912,4387,1156,716,2059,301,290,2447,10,809,49,822,1912,1,75,1214,4,704,109,727,120,4387,716,2059,301,1743,210,6625,fantasy,story
